site_unique,site_location_name,established_date,description,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,comments,outcrop_lithology,other_outcrop_lithology,plot_dimensions,site_location_visit_id,visit_start_date,visit_end_date,visit_notes,location_description,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number
SAAMDD0011-53745,SAAMDD0011,2011-06-21T00:00:00,Brookfield Conservation Park. 8.5km North West of Blanchetown,MDD,PLA,PLA,,,"Landform element and pattern is plain on a plain. No outcrop present, some calcrete surface strew present 50-60mm max. Grazing impact moderate, evidence of kangaroos & wombat (burrow in plot). Introduce plant impact is moderate-high, a lot of Morea setifolia, Carrichtera annua and some Marrubium sp. and Medicago minima. Site is homogenous, community extends ~200m East, ~100m South & West, ~70m North of plot. Old stump (possibly Callitris sp.) that may have been drag into site, off of the track.
",NC,NC,,53745,2011-06-21T00:00:00,2011-06-21T00:00:00,was senna 1,Brookfield Conservation Park. 8.5km North West of Blanchetown,NC,0,Z,Z,5,0,,,11,2,1,364757,6201386,54,GDA94,GPS,P,3TECYC2ARAEKLU,TRUE,TRUE,TRUE,-34.3199805555556,139.530028611111,SW,SA,2011-06-21,1
SAAMDD0011-58828,SAAMDD0011,2011-06-21T00:00:00,Brookfield Conservation Park. 8.5km North West of Blanchetown,MDD,PLA,PLA,,,"Landform element and pattern is plain on a plain. No outcrop present, some calcrete surface strew present 50-60mm max. Grazing impact moderate, evidence of kangaroos & wombat (burrow in plot). Introduce plant impact is moderate-high, a lot of Morea setifolia, Carrichtera annua and some Marrubium sp. and Medicago minima. Site is homogenous, community extends ~200m East, ~100m South & West, ~70m North of plot. Old stump (possibly Callitris sp.) that may have been drag into site, off of the track.
",NC,NC,,58828,2020-07-09T14:58:06,2020-07-09T14:58:06,"SN1 Cryptogram is moss at pt6,7,9,41,42,48,51,52,54,57,77,78,85,95,100.
NS2 Cryptogam is moss at pt9.
",Brookfield Conservation Park. 8.5km North West of Blanchetown,n/a,0,n/a,Z,5,0,DRY,AVG,30,45,30,364745.6,6201368.5,54,WGS84,TABLET,P,3 CA CV DZ IC -FL-U,TRUE,TRUE,TRUE,-34.3199805555556,139.530028611111,SW,SA,2020-07-09,2
SAANUL0001-56948,SAANUL0001,2014-09-09T14:50:00,Yellabinna Regional Reserve. 61km south south east of Ooldea,NUL,PLA,PLA,1,340,Flat plain. Very slight slope up to the south east corner. Introduced plant effect- some Carrichtera annua but cover is very low.  Some grazing from camels and also wombats- large burrow on edge of the site. Very long unburnt. Some calcareous gravels. Homogeneity- continues 1km in all directions. Northern horizon has dune.,NA,NC,,56948,2014-09-09T12:00:00,2014-09-09T14:50:00,Low sparse tussock grassland,Yellabina Regional Reserve. 61km south south east of Ooldea,n/a,X,n/a,Z,4,0,DRY,FFR,1,2,1,221808,6570553,53,WGS84,GPS,P,,TRUE,TRUE,TRUE,-30.9657583333333,132.087641666667,SW,SA,2014-09-09,1
SAANUL0002-56949,SAANUL0002,2014-09-11T10:51:33,Yalata Indigenous Protected Area. 36.7km east north east of Nullarbor Roadhouse,NUL,RIS,HSL,0,,"Low limestone rise through the centre of the site. Uneven slope through the site. Minimal grazing. Introduced species high- Carrichtera annua, Malva parviflora, Brassica tournefortii, Sisymbrium erysimoides and Sonchus oleraceus but none dominant. Homogeneity- continues in a patchy form 50m in all directions. Fire- difficult to tell. Some long dead Myoporum platycarpum and Acacia papyrocarpa but no scarring on any of the trees.",NA,NC,,56949,2014-09-11T10:51:33,2014-09-11T10:51:33,Some rocks covered in lichen. Called as unknown in the point intercept,Yalata Indigenous Protected Area. 36.7km east north east of Nullabor Roadhose,n/a,X,n/a,U,5,0,DRY,FFR,3,2,3,716645,6524658,52,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.3933722222222,131.277372222222,SW,SA,2014-09-11,1
SAANUL0003-56950,SAANUL0003,2014-09-11T15:27:38,Yalata Indigenous Protected area. 35km east south east of Nullarbor roadhouse,NUL,DUN,DDE,0,,"Drainage depression rising on the western edge to a low limestone ridge. Broader pattern is a dune field with limestone underneath.  Slope listed as zero but site is bowl shaped, curving up from the centre. Introduced plant effect low- some Sonchus oleraceus, Carrichtera annua but minimal cover . Grazing effect is low but some evidence of rabbits on the edge of the site. Small limestone sheet / flat outcrop in north west corner with scattered limestone gravel scattered through bits of the site. Homogeneity- site has drainage line through the centre of the site where Tecticornia sp. is thicker but is indicative of surrounding community with patchiness at a less the 1 hectare scale.",NA,NC,,56950,2014-09-11T15:27:38,2014-09-11T15:27:38,,Yalata Indigenous Protected area. 35km east south east of Nullabor roadhouse,NC,2,P,Z,6,0,DRY,FFR,18,2,1,715330,6514709,52,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.482375,131.266791666667,SW,SA,2014-09-11,1
SAANUL0004-56951,SAANUL0004,2014-09-12T09:49:05,"Yalata Indigenous Protected Area, 49.2km west of Yalata. 145km west north west of Bookabie",NUL,RIS,HSL,0,,Limestone rise in the centre of the site. Slope listed as zero but is 4 degrees in all directions downwards from the centre of the site.  Lots of Cryptogam crust and bare ground. Grazing effect is low- some old rabbit scats noted.  Weed effect low - Mesembryanthemum crystallinum present but cover low. Very long unburnt- some dead samphire but not from fire. Homogeneity- community continues along the coast from the back of the dune system with patterns of limestone spurs with sandier patches where sand has accumulated.,LI,NA,,56951,2014-09-12T09:49:05,2014-09-12T09:49:05,,Yalata Indigenous Protected Area,n/a,X,n/a,Y,5,0,WET,FFR,1,2,1,719048,6511436,52,WGS84,GPS,P,,TRUE,TRUE,TRUE,-31.5111777777778,131.306630555556,SW,SA,2014-09-12,1
SAANUL0005-59076,SAANUL0005,2021-11-23T00:00:00,"Yalata IPA, 7.7km south east of Nundroo",NUL,PLA,PLA,0,,"-------------- new visit physicalStatusComments start --------------
Landform element is a plain. Vegetation community is mainly confined to the plot, and extends 50m east, 10m north, 10m south, and 0m west. Beyond the north west edge ground slopes upwards to a low rise, grass cover is sparser and Carrichtera annua more abundant. No outcrop, but there is a small amount of pebble sized surface strew, calcareous/limestone origin, possibly dug up by wombats over time. Site is long unburnt. Current grazing pressure is very low on tussock grasses. Palatable chenopods (Maireana sp. and/or Enchylaena sp.) are very heavily browsed, but are resprouting. Grazing is by wombats and kangaroos, property previously also stocked sheep. Some wombat diggings are present at the edge of the south west corner, with others further up the slope to the west and north west of the site. Introduced plant species dominated by mainly dried-off Carrichtera annua from last season, and Marrubium vulgare, limited to around wombat diggings. Nearest infrastructure is a property access track approximately 5m East from the SE corner.
 

-------------- new visit physicalStatusComments end ---------------
Landform element is a plain. Vegetation community is mainly confined to the plot, and extends 50m east, 10m north, 10m south, and 0m west. Beyond the north west edge ground slopes upwards to a low rise, grass cover is sparser and Carrichtera annua more abundant. No outcrop, but there is a small amount of pebble sized surface strew, calcareous/limestone origin, possibly dug up by wombats over time. Nearest infrastructure is a property access track approximately 5m East from the SE corner.
 
",NA,LI,,59076,2021-11-23T00:00:00,2021-11-23T00:00:00,"Far West Coast, South Australia 2021: Bush Blitz expedition. Standard Site","Far West Coast, South Australia 2021: Bush Blitz expedition. Standard Site.
Site is long unburnt. Current grazing pressure is very low on tussock grasses. Palatable chenopods (Maireana rohrlachii) are very heavily browsed, but are resprouting. Grazing is by wombats and kangaroos, property previously also stocked sheep. Some wombat diggings are present at the edge of the south west corner, with others further up the slope to the west and north west of the site. Introduced plant species dominated by mainly dried-off Carrichtera annua from last season, and Marrubium vulgare, limited to around wombat diggings.
Extensive cryptogam crust on the surface.",n/a,X,n/a,Z,5,0,WET,AVG,1,13,1,243296,6476300.3,53,WGS84,,P,4 CA JT DZ CP BEMMV NR,TRUE,TRUE,TRUE,-31.820043,132.287988,SW,SA,2021-11-23,1
SAARIV0001-57090,SAARIV0001,2015-08-12T15:46:23,"Murtho Forest Reserve, Woolenook bend, 10km north of Renmark.",RIV,FLO,FLD,0,,Wool nook Bend- River Site. Floodplain- SW corner is 20m from water’s edge but approx. 3m above current water level  Minimal bare ground- lots of leaf drop from E. largiflorens and E.  camaldulensis. Flat site overall but undulating- some points where water would pool. Wet- rain previous day and previous week.  Homogeneity- site is a little patchy with E. camaldulensis more concentrated along river side of plot. Beyond plot community is contained with river forming western edge of the site.,NA,NA,100m x 100m.,57090,2015-08-12T15:46:23,2015-08-12T15:46:23,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Grazing effect low- some evidence of pigs. Introduced plant effect is low- some thistles and brassicas but cover low. Long unburnt. ,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0843027777778,140.757602777778,SW,SA,2015-08-12,1
SAARIV0001-58046,SAARIV0001,2015-08-12T15:46:23,"Murtho Forest Reserve, Woolenook bend, 10km north of Renmark.",RIV,FLO,FLD,0,,Wool nook Bend- River Site. Floodplain- SW corner is 20m from water’s edge but approx. 3m above current water level  Minimal bare ground- lots of leaf drop from E. largiflorens and E.  camaldulensis. Flat site overall but undulating- some points where water would pool. Wet- rain previous day and previous week.  Homogeneity- site is a little patchy with E. camaldulensis more concentrated along river side of plot. Beyond plot community is contained with river forming western edge of the site.,NA,NA,100m x 100m.,58046,2016-02-02T00:00:00,2016-02-02T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,"Grazing effect is highly visible in the ground storey, with much pig sign of digging and browsing. Introduced plant impact is mainly forbs such as Senecio sp. and native licorice. Site is long unburnt.",NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0843027777778,140.757602777778,SW,SA,2016-02-02,2
SAARIV0001-58971,SAARIV0001,2015-08-12T15:46:23,"Murtho Forest Reserve, Woolenook bend, 10km north of Renmark.",RIV,FLO,FLD,0,,Wool nook Bend- River Site. Floodplain- SW corner is 20m from water’s edge but approx. 3m above current water level  Minimal bare ground- lots of leaf drop from E. largiflorens and E.  camaldulensis. Flat site overall but undulating- some points where water would pool. Wet- rain previous day and previous week.  Homogeneity- site is a little patchy with E. camaldulensis more concentrated along river side of plot. Beyond plot community is contained with river forming western edge of the site.,NA,NA,100m x 100m.,58971,2021-10-26T09:30:00,2021-10-26T09:30:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project,"Grazing effect is highly visible in the ground storey, with much pig sign of digging and browsing. Introduced plant impact is mainly forbs such as Senecio sp. and native licorice. Site is long unburnt.",n/a,X,n/a,Z,3,0,WET,AVG,32,13,32,477636,6228473,54,WGS84,,PA,3 SO AD FO EX CELOX,TRUE,TRUE,TRUE,-34.0843027777778,140.757602777778,SW,SA,2021-10-26,3
SAARIV0002-57091,SAARIV0002,2015-08-13T12:44:28,"Murtho Forrest Reserve, Woolenook bend, 10km north of Renmark",RIV,FLO,FLD,0,,Wool nook Bend- Middle Site. Flat Site between main channel of the river and wetland on the other side. Minimal surface strew- lots of leaf litter with minimal bare ground. ,NA,n/a,100m x 100m.,57091,2015-08-13T12:44:28,2015-08-13T12:44:28,Woolenook bend Middle. South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Grazing effect low- some evidence of pigs with diggings around trees. Introduced species- some thistles and Sonchus sp. but cover is low. Long unburnt- no scarring and a dense mid story.,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0833416666667,140.758477777778,SW,SA,2015-08-13,1
SAARIV0002-58047,SAARIV0002,2015-08-13T12:44:28,"Murtho Forrest Reserve, Woolenook bend, 10km north of Renmark",RIV,FLO,FLD,0,,Wool nook Bend- Middle Site. Flat Site between main channel of the river and wetland on the other side. Minimal surface strew- lots of leaf litter with minimal bare ground. ,NA,n/a,100m x 100m.,58047,2016-02-01T00:00:00,2016-02-01T00:00:00,Woolenook bend Middle. South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,,NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0833416666667,140.758477777778,SW,SA,2016-02-01,2
SAARIV0003-57092,SAARIV0003,2015-08-13T13:41:53,"Woolnook Bend- Wetland Site, Murtho Forrest Reserve. 9.8km north of Renmark",RIV,FLO,FLD,0,,Wool nook Bend- Wetland Site. Site on the edge of wetland/billabong. Very gentle slope towards billabong. Less undulating than previous site ( SAARIV002) Plot only homogenous to 40m- track cuts through western edge of the site. No way to fit with Billabong otherwise- north western corner is on other side of the track. Grazing- lots of evidence of pigs and also kangaroos. Long unburnt- dead Chenopodium and Duma but likely from drought rather than fire. Minimal dead trees or scarring on Eucalyptus. Introduced plant effect is low- some scattered forbs. Rain previous day and week. Some flowering on the Chenopodium.  Minimal surface strew,NA,NC,,57092,2015-08-13T13:41:53,2015-08-13T13:41:53,Basal area calculations taken at one point only. South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Murtho Forest Reserve,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0838888888889,140.7602,SW,SA,2015-08-13,1
SAARIV0003-57612,SAARIV0003,2015-08-13T13:41:53,"Woolnook Bend- Wetland Site, Murtho Forrest Reserve. 9.8km north of Renmark",RIV,FLO,FLD,0,,Wool nook Bend- Wetland Site. Site on the edge of wetland/billabong. Very gentle slope towards billabong. Less undulating than previous site ( SAARIV002) Plot only homogenous to 40m- track cuts through western edge of the site. No way to fit with Billabong otherwise- north western corner is on other side of the track. Grazing- lots of evidence of pigs and also kangaroos. Long unburnt- dead Chenopodium and Duma but likely from drought rather than fire. Minimal dead trees or scarring on Eucalyptus. Introduced plant effect is low- some scattered forbs. Rain previous day and week. Some flowering on the Chenopodium.  Minimal surface strew,NA,NC,,57612,2016-02-01T12:37:00,2016-02-01T12:37:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,"Murtho Forrest Reserve, Woolenook bend, Woolenook wetland, 10km north of Renmark.",NC,NC,NC,NC,7,NC,,,26,13,26,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.0838888888889,140.7602,SW,SA,2016-02-01,2
SAARIV0004-57093,SAARIV0004,2015-08-14T13:01:45,Moorook Game Reserve. 2.6km south west of Cobdogla,RIV,FLO,FLD,0,,"-------------- new visit physicalStatusComments start --------------
Site is relatively flat. Flood plain on plain. No obvious surface strew. Site is not homogenous. There are two distinct communities, one with Cyperus gymnocaulos as an understorey dominant, and the other with lignum as a mid-storey dominant. There is a small transition zone between the two communities. Nearest infrastructure is the access track approximately 15m south west of the SW corner.
-------------- new visit physicalStatusComments end ---------------
Moorook- Middle Site. Plot is a floodout on the broad floodplain. No surface strew much leaf litter with dense ground cover of Senecio. Plot is flat- rising 1 degree north east. 
",NA,NC,,57093,2015-08-14T13:01:45,2015-08-14T13:01:45,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Grazing effect is low- possibly pigs and kangaroos but effect low. Some evidence of fire but at least 5 years possibly more since fire. Minimal impact of introduced plant species- Sonchus oleraceus present.,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2615666666667,140.386861111111,SW,SA,2015-08-14,1
SAARIV0004-58051,SAARIV0004,2015-08-14T13:01:45,Moorook Game Reserve. 2.6km south west of Cobdogla,RIV,FLO,FLD,0,,"-------------- new visit physicalStatusComments start --------------
Site is relatively flat. Flood plain on plain. No obvious surface strew. Site is not homogenous. There are two distinct communities, one with Cyperus gymnocaulos as an understorey dominant, and the other with lignum as a mid-storey dominant. There is a small transition zone between the two communities. Nearest infrastructure is the access track approximately 15m south west of the SW corner.
-------------- new visit physicalStatusComments end ---------------
Moorook- Middle Site. Plot is a floodout on the broad floodplain. No surface strew much leaf litter with dense ground cover of Senecio. Plot is flat- rising 1 degree north east. 
",NA,NC,,58051,2016-02-01T00:00:00,2016-02-01T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,,NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2615666666667,140.386861111111,SW,SA,2016-02-01,2
SAARIV0004-58967,SAARIV0004,2015-08-14T13:01:45,Moorook Game Reserve. 2.6km south west of Cobdogla,RIV,FLO,FLD,0,,"-------------- new visit physicalStatusComments start --------------
Site is relatively flat. Flood plain on plain. No obvious surface strew. Site is not homogenous. There are two distinct communities, one with Cyperus gymnocaulos as an understorey dominant, and the other with lignum as a mid-storey dominant. There is a small transition zone between the two communities. Nearest infrastructure is the access track approximately 15m south west of the SW corner.
-------------- new visit physicalStatusComments end ---------------
Moorook- Middle Site. Plot is a floodout on the broad floodplain. No surface strew much leaf litter with dense ground cover of Senecio. Plot is flat- rising 1 degree north east. 
",NA,NC,,58967,2021-10-27T00:00:00,2021-10-27T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project.,"Some weed species may be present but are not having a significant impact on the site. There is evidence of fire on the site, more than 10 years old. Grazing effect is moderate, mainly from kangaroos. Lots of kangaroo dung present. ",n/a,X,n/a,N,2,0,DRY,AVG,32,13,32,443564.5,6208670.7,54,WGS84,,PA,3 VE AD GS BN ERRX,TRUE,TRUE,TRUE,-34.2615666666667,140.386861111111,SW,SA,2021-10-27,3
SAARIV0005-57094,SAARIV0005,2015-08-14T13:31:15,Moorook Game Reserve. 2.7 km south west of Cobdogla,RIV,FLO,FLD,0,,"-------------- new visit physicalStatusComments start --------------
Element is a natural levee. Pattern is a floodplain. No surface strew visible. Lots of leaf litter. Site is gently undulating but there is no discernible slope. Site is in close proximity to Campsite 18 at Moorook, may get foot traffic from campers and other light disturbance. Community is confined to the plot, and is homogenous 75m from the centre. SW corner is into the channel of the river and the NE corner is at the edge of the access track, which is the nearest infrastructure.
-------------- new visit physicalStatusComments end ---------------
Moorook River Plot. Plot is on the floodplain elevated slightly from the main channel of the Murray River. South west corner of the site is just into the channel of the river.Homogeneity- North east corner borders on the track and the south west corner is in the river. Probably the most homogenous site ( at a site level) of the SAARIV plots ( 0001 to 0009)",NA,NC,,57094,2015-08-14T13:31:15,2015-08-14T13:31:15,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Site has been burnt- dead timber and scarring on the trees but longer than 5 years since fire. Campsite to the east as possible ignition source. Grazing effect is minimal- some kangaroos. No surface strew- lots of leaf litter and dense cover of Senecio in the ground layer.,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2634722222222,140.387733333333,SW,SA,2015-08-14,1
SAARIV0005-58052,SAARIV0005,2015-08-14T13:31:15,Moorook Game Reserve. 2.7 km south west of Cobdogla,RIV,FLO,FLD,0,,"-------------- new visit physicalStatusComments start --------------
Element is a natural levee. Pattern is a floodplain. No surface strew visible. Lots of leaf litter. Site is gently undulating but there is no discernible slope. Site is in close proximity to Campsite 18 at Moorook, may get foot traffic from campers and other light disturbance. Community is confined to the plot, and is homogenous 75m from the centre. SW corner is into the channel of the river and the NE corner is at the edge of the access track, which is the nearest infrastructure.
-------------- new visit physicalStatusComments end ---------------
Moorook River Plot. Plot is on the floodplain elevated slightly from the main channel of the Murray River. South west corner of the site is just into the channel of the river.Homogeneity- North east corner borders on the track and the south west corner is in the river. Probably the most homogenous site ( at a site level) of the SAARIV plots ( 0001 to 0009)",NA,NC,,58052,2016-02-03T14:38:00,2016-02-03T14:38:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,,NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2634722222222,140.387733333333,SW,SA,2016-02-03,2
SAARIV0006-57095,SAARIV0006,2015-08-14T00:00:00,Moorok Game Reserve. 2.6 km south west of Cobdogla,RIV,FLO,FLD,,,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern and lithology haven’t changed since previous visit.  Site homogeneity and access haven’t changed since previous visit.
-------------- new visit physicalStatusComments end ---------------
Moorook wetland substitute plot. Plot is on a floodplain 100m north of main channel of the Murray River. Homogeneity- south eastern and western edges of plot are close to a track.",NA,NC,,57095,2015-08-14T00:00:00,2015-08-14T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Introduced plant effect is low. Grazing effect low- some kangaroos.  Some evidence of fire ( similar to site SAARIV0005) but at least 5 years likely more since plot was burnt. ,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2636333333333,140.389852777778,SW,SA,2015-08-14,1
SAARIV0006-58053,SAARIV0006,2015-08-14T00:00:00,Moorok Game Reserve. 2.6 km south west of Cobdogla,RIV,FLO,FLD,,,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern and lithology haven’t changed since previous visit.  Site homogeneity and access haven’t changed since previous visit.
-------------- new visit physicalStatusComments end ---------------
Moorook wetland substitute plot. Plot is on a floodplain 100m north of main channel of the Murray River. Homogeneity- south eastern and western edges of plot are close to a track.",NA,NC,,58053,2016-02-01T00:00:00,2016-02-01T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,,NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.2636333333333,140.389852777778,SW,SA,2016-02-01,2
SAARIV0006-59035,SAARIV0006,2015-08-14T00:00:00,Moorok Game Reserve. 2.6 km south west of Cobdogla,RIV,FLO,FLD,,,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern and lithology haven’t changed since previous visit.  Site homogeneity and access haven’t changed since previous visit.
-------------- new visit physicalStatusComments end ---------------
Moorook wetland substitute plot. Plot is on a floodplain 100m north of main channel of the Murray River. Homogeneity- south eastern and western edges of plot are close to a track.",NA,NC,,59035,2021-10-27T15:53:00,2021-10-27T15:53:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. Bulk density data lost.,"Grazing impact is minimal, kangaroos in the area but ground layer impact isn’t obvious. Introduced plant impact is moderately low with weedy species, including weedy senecio, in relatively low abundance. Site is long unburnt.",n/a,X,n/a,N,2,0,WET,AVG,49,45,49,443834.6,6208542.5,54,WGS84,,PA,3 VE AM GS GI EQRX,TRUE,TRUE,TRUE,-34.2636333333333,140.389852777778,SW,SA,2021-10-27,3
SAARIV0007-57096,SAARIV0007,2015-08-14T00:00:00,"Big Toolunka, 6 km north east of Waikerie.",RIV,FLO,SWP,,,Big Toolunka- Mid Plot. Plot is on a swamp on a low lying island with the main channel of the Murray river to the south and an older channel forming a billabong to the north.  Site is more or less flat with some small rises through the site and the south west corner rising up to the levee of the main channel of the river. Plot is patchy at a site level with bands of Duma florulenta and Eucalyptus largiflorens alternating through the site. Some evidence of pigs. Surface strew minimal- lots of leaf litter. Long unburnt. Introduced plant species minimal- some Sonchus and other forbs but cover is low.,NA,NC,,57096,2015-08-14T00:00:00,2015-08-14T00:00:00,"South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.
Note: Most transects were impenetrable and estimates used.
Transect S1 to N1 point 39 to 100 generic record -litter,  duma floraulenta 2m. not walked as vegetation impenetrable but also homogenous.

Transect S2-N2 point 85 to 100 as above

Transect N3-S3 point 67 to 100 as above
direction should be S3 to N3

Transect S4-N4 point 19 to 76 as above

Transect S5-N5 point 33 to 60 as above
direction should be S5 to N5

Transect E5-W5 point 46 to 97 as above

Transect W3-E3 point 57 to 100 as above

Transect W4-E4 point 35 to 85 as above

Transect W1-E1 point 87 to 100 as above","Big Toolunka, 6 km north east of Waikarie",NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.15945,139.926763888889,SW,SA,2015-08-14,1
SAARIV0007-58054,SAARIV0007,2015-08-14T00:00:00,"Big Toolunka, 6 km north east of Waikerie.",RIV,FLO,SWP,,,Big Toolunka- Mid Plot. Plot is on a swamp on a low lying island with the main channel of the Murray river to the south and an older channel forming a billabong to the north.  Site is more or less flat with some small rises through the site and the south west corner rising up to the levee of the main channel of the river. Plot is patchy at a site level with bands of Duma florulenta and Eucalyptus largiflorens alternating through the site. Some evidence of pigs. Surface strew minimal- lots of leaf litter. Long unburnt. Introduced plant species minimal- some Sonchus and other forbs but cover is low.,NA,NC,,58054,2016-02-04T00:00:00,2016-02-04T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,"Big Toolunka, 6 km north east of Waikerie.",NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.15945,139.926763888889,SW,SA,2016-02-04,2
SAARIV0008-57097,SAARIV0008,2015-08-14T00:00:00,"Big Toolunka, 6.1 km north east of Waikerie",RIV,FLO,FLD,,,"Big Toolunka- River Plot. Plot is the slope of the main river levee on a low lying island with the main channel of the Murray river to the south and an older channel forming a billabong to the north. Plot is patchy is a similar way to SAARIV0007 with bands of Duma florulenta and Eucalyptus largiflorens alternating through the site. Minimal surface strew but quite a lot of Cryptogam crust particularly on the low embankments. Grazing effect is low- some pigs and kangaroos- tracks in lignum. Introduced species effect low- some forbs and grasses, particularly on the main river levee but cover low at present.",NA,NC,100 x 100 m.,57097,2015-08-14T00:00:00,2015-08-14T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,"Big Toolunka, 6.1 km north east of Waikarie",NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.1591472222222,139.925416666667,SW,SA,2015-08-14,1
SAARIV0008-58056,SAARIV0008,2015-08-14T00:00:00,"Big Toolunka, 6.1 km north east of Waikerie",RIV,FLO,FLD,,,"Big Toolunka- River Plot. Plot is the slope of the main river levee on a low lying island with the main channel of the Murray river to the south and an older channel forming a billabong to the north. Plot is patchy is a similar way to SAARIV0007 with bands of Duma florulenta and Eucalyptus largiflorens alternating through the site. Minimal surface strew but quite a lot of Cryptogam crust particularly on the low embankments. Grazing effect is low- some pigs and kangaroos- tracks in lignum. Introduced species effect low- some forbs and grasses, particularly on the main river levee but cover low at present.",NA,NC,100 x 100 m.,58056,2016-02-02T00:00:00,2016-02-02T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,"Big Toolunka, 6.1 km north east of Waikerie",NC,NC,NC,NC,7,NC,DRY,DRY,25,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.1591472222222,139.925416666667,SW,SA,2016-02-02,2
SAARIV0009-57089,SAARIV0009,2015-08-14T00:00:00,"Big Toolunka, 5.8km north west of Waikerie",RIV,FLO,FLD,3,360,"-------------- new visit physicalStatusComments start --------------
Not collected
-------------- new visit physicalStatusComments end ---------------
Big Toolunka Wetland. Gently sloping site to the north at 3 degrees. Plot sits on alluvial spur with main channel to the south of the plot and an old channel forming a billabong to the north. Some alluvial wash- gravels. ",NA,NC,,57089,2015-08-14T00:00:00,2015-08-14T00:00:00,South Australian Research and Development Institution (SARDI) Weir Pool Raising Project. No soil data or samples collected.,Grazing effect is low- kangaroos and pigs. Possibly grazed more heavily in the past.  Long unburnt. Introduced plant effect is low.,NC,NC,NC,NC,7,NC,WET,AVG,1,13,1,,,,,,NC,NC,TRUE,TRUE,TRUE,-34.1583777777778,139.927861111111,SW,SA,2015-08-14,1
